tax_period_end_date,tax_period_start_date,ein,return_type_code,year,investment_income,gross_rent_income,royalties_income,sale_of_assets_income,investment_management_fees,royalties_expenses,revenue_government_grants,cy_endowment_beginning_balance,cy_endowment_contributions,cy_endowment_net_investment_earnings,cy_endowment_grants_scholarships,cy_endowment_other_expenditures,cy_endowment_admin_expenses,cy_endowment_end_balance,reference_link
2016-06-30,2015-07-01,61-0444671,990,2015,4010222,,0,9668991,1430472,,184008,285886308,-5242540,5132946,4892290,5667649,1358807,273857968,https://projects.propublica.org/nonprofits/download-xml?object_id=201731359349312403
2015-06-30,2014-07-01,61-0444671,990,2014,3686548,,,10080461,1215341,,332673,267165187,15329127,14453606,4651683,5194588,1215341,285886308,https://projects.propublica.org/nonprofits/download-xml?object_id=201543209349305519
2014-06-30,2013-07-01,61-0444671,990,2013,2986605,0,0,9720245,1221458,0,244244,231243960,5820759,39580474,4191749,4066799,1221458,267165187,https://projects.propublica.org/nonprofits/download-xml?object_id=201540219349300119
,,61-0444671,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201441349349308074
2023-06-30,2022-07-01,59-0624416,990,2022,13047157,202058,6178,-7157671,1657874,1520,2769268,355787978,1608942,29549084,8410298,10471757,1649239,366414710,https://projects.propublica.org/nonprofits/download-xml?object_id=202401349349301325
2022-06-30,2021-07-01,59-0624416,990,2021,13030731,269306,6145,3325526,2066138,2280,11867474,392290501,23206061,-40084937,7206630,10359637,2057380,355787978,https://projects.propublica.org/nonprofits/download-xml?object_id=202301329349307915
2021-06-30,2020-07-01,59-0624416,990,2020,10766337,113099,7587,39999857,1525736,0,7322850,308450010,6409379,95554523,6299005,10307948,1516458,392290501,https://projects.propublica.org/nonprofits/download-xml?object_id=202231369349313058
2020-06-30,2019-07-01,59-0624416,990,2019,7683990,538238,3727,5680707,916972,1300,4436937,261956833,45897814,14141093,4868779,7769215,907736,308450010,https://projects.propublica.org/nonprofits/download-xml?object_id=202111349349304676
2019-06-30,2018-07-01,59-0624416,990,2018,7214277,328821,5942,7653554,862295,3107,1925244,247927003,8832296,17482790,4566514,6871066,847676,261956833,https://projects.propublica.org/nonprofits/download-xml?object_id=202041969349300809
2018-06-30,2017-07-01,59-0624416,990,2017,6518252,378933,5353,1629639,862612,1518,1629727,235954666,2275154,21083492,4365713,6174229,846367,247927003,https://projects.propublica.org/nonprofits/download-xml?object_id=201911269349301191
2017-06-30,2016-07-01,59-0624416,990,2016,5486849,478036,7052,1795761,556319,1020,1539540,212432304,6666079,27682769,3947941,6337879,540666,235954666,https://projects.propublica.org/nonprofits/download-xml?object_id=201822569349300787
2016-06-30,2015-07-01,59-0624416,990,2015,5170518,293600,6785,3910721,729858,1585,1882256,215823243,9292604,-2131647,3848909,5973129,729858,212432304,https://projects.propublica.org/nonprofits/download-xml?object_id=201711259349301391
2015-06-30,2014-07-01,59-0624416,990,2014,6524856,2475268,9071,7453447,765228,276,1501487,215457201,5766600,5432997,3620985,6456012,756558,215823243,https://projects.propublica.org/nonprofits/download-xml?object_id=201601319349301135
2014-06-30,2013-07-01,59-0624416,990,2013,6828591,848643,10553,8028407,806943,670,1420261,186127395,8348302,29538265,3182625,4576288,797848,215457201,https://projects.propublica.org/nonprofits/download-xml?object_id=201511339349301376
,,59-0624416,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201411339349301996
2024-04-30,2023-05-01,53-0196583,990,2023,7991272,388912,344432,15791728,1179155,790888,3723445,317730945,16943386,20047785,14526119,1160323,2703373,336332301,https://projects.propublica.org/nonprofits/download-xml?object_id=202510739349301311
2023-04-30,2022-05-01,53-0196583,990,2022,9619381,422983,311144,19319578,1479689,948639,,312842324,14627352,5393747,5332149,8392590,1407739,317730945,https://projects.propublica.org/nonprofits/download-xml?object_id=202400689349300405
2022-04-30,2021-05-01,53-0196583,990,2021,6205418,535637,308642,25426814,1465715,874938,,296344525,13508036,15556563,5864250,4974567,1727983,312842324,https://projects.propublica.org/nonprofits/download-xml?object_id=202310469349302751
2021-04-30,2020-05-01,53-0196583,990,2020,6260097,73664,342751,16659887,1170483,671709,0,263270814,3872202,78643318,3955007,6449295,1434746,333947286,https://projects.propublica.org/nonprofits/download-xml?object_id=202210759349300611
2020-04-30,2019-05-01,53-0196583,990,2019,4694267,1645897,290455,100298787,1308790,716226,0,269855433,6954955,-3346857,3673749,6518968,0,263270814,https://projects.propublica.org/nonprofits/download-xml?object_id=202140749349300639
2019-04-30,2018-05-01,53-0196583,990,2018,4058620,1538132,279141,15438835,1181785,599683,0,249832433,11229000,17958000,3758123,5405877,0,269855433,https://projects.propublica.org/nonprofits/download-xml?object_id=202030769349301243
2018-04-30,2017-05-01,53-0196583,990,2017,2980021,1535935,304879,22111789,828787,544631,0,213881272,26934548,18584526,2907660,6660253,0,249832433,https://projects.propublica.org/nonprofits/download-xml?object_id=201930739349300018
2017-04-30,2016-05-01,53-0196583,990,2016,2780692,134388,199169,8266154,926574,609915,0,185568604,4271295,20493998,4799128,6374557,0,199160212,https://projects.propublica.org/nonprofits/download-xml?object_id=201840749349300749
2016-04-30,2015-05-01,53-0196583,990,2015,3034458,144853,204422,7456740,1203405,669869,0,198653900,1990533,-3381480,8678878,2911895,103576,185568604,https://projects.propublica.org/nonprofits/download-xml?object_id=201613499349300521
2015-04-30,2014-05-01,53-0196583,990,2014,2579889,210565,324874,23450963,1019172,771374,0,188129162,1888209,20477478,9330201,2398910,111838,198653900,https://projects.propublica.org/nonprofits/download-xml?object_id=201543519349300144
2014-04-30,2013-05-01,53-0196583,990,2013,2330609,149105,669167,18444427,927193,933759,,174917701,2512774,21524524,8334383,2380521,110933,188129162,https://projects.propublica.org/nonprofits/download-xml?object_id=201413449349300111
,,53-0196583,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201323479349300002
2023-06-30,2022-07-01,22-1487354,990,2022,8940055,55178,166973,3502039,1331639,,3427509,269273622,31464181,27381853,3714751,5458090,,318946815,https://projects.propublica.org/nonprofits/download-xml?object_id=202410969349301341
2022-06-30,2021-07-01,22-1487354,990,2021,7596862,55415,50175,10126280,1129633,,10836547,272887000,14472347,-9906243,3502583,4676899,,269273622,https://projects.propublica.org/nonprofits/download-xml?object_id=202331089349301723
2021-06-30,2020-07-01,22-1487354,990,2020,4046203,48082,62035,3136705,756834,,9477883,225010000,5006650,50225185,3272013,4082822,,272887000,https://projects.propublica.org/nonprofits/download-xml?object_id=202230759349301303
2020-06-30,2019-07-01,22-1487354,990,2019,7472404,599,119552,9172922,732923,0,2646614,224304000,2856781,4103638,2523056,3731363,,225010000,https://projects.propublica.org/nonprofits/download-xml?object_id=202131059349301843
2019-06-30,2018-07-01,22-1487354,990,2018,8492692,10341,27850,78828,837393,0,3082367,206806000,6994156,15638833,2148623,2986366,,224304000,https://projects.propublica.org/nonprofits/download-xml?object_id=202020979349300507
2018-06-30,2017-07-01,22-1487354,990,2017,5820296,36477,191,-525690,947520,0,8180978,183934000,19393944,9051558,2038014,3535488,,206806000,https://projects.propublica.org/nonprofits/download-xml?object_id=201930949349300013
2017-06-30,2016-07-01,22-1487354,990,2016,4070005,72308,80,1432801,856683,0,2499876,166024661,9140730,15132869,6364260,,,183934000,https://projects.propublica.org/nonprofits/download-xml?object_id=201841279349301649
2016-06-30,2015-07-01,22-1487354,990,2015,3335552,117318,26253,689178,847564,0,1495992,173680721,1908265,-3516117,6048208,,,166024661,https://projects.propublica.org/nonprofits/download-xml?object_id=201701359349305285
2015-06-30,2014-07-01,22-1487354,990,2014,2582255,192159,12383,10540646,970602,0,,173055379,3683046,1490160,4547574,,,173681011,https://projects.propublica.org/nonprofits/download-xml?object_id=201640279349300934
2014-06-30,2013-07-01,22-1487354,990,2013,3339873,310649,96003,7732578,918032,0,,155748717,8484292,14109353,5286983,,,173055379,https://projects.propublica.org/nonprofits/download-xml?object_id=201521139349300402
,,22-1487354,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201401259349301950
2023-06-30,2022-07-01,04-1081650,990,2022,6116618,,,3115438,2788536,,2298000,333061704,2039597,13234699,3851336,10584664,,333900000,https://projects.propublica.org/nonprofits/download-xml?object_id=202411359349307946
2022-06-30,2021-07-01,04-1081650,990,2021,3251354,,,8763690,3022109,,10425000,359232653,3588000,-16638949,3462448,9657552,,333061704,https://projects.propublica.org/nonprofits/download-xml?object_id=202321329349306967
2021-06-30,2020-07-01,04-1081650,990,2020,2232445,,,6012169,4540099,,5860000,263227202,3518401,104823556,3153191,9183315,,359232653,https://projects.propublica.org/nonprofits/download-xml?object_id=202201339349305585
2020-06-30,2019-07-01,04-1081650,990,2019,2640224,0,0,3889642,2866122,0,4079000,276502744,1773698,-3071238,3026244,8951758,,263227202,https://projects.propublica.org/nonprofits/download-xml?object_id=202111349349302276
2019-06-30,2018-07-01,04-1081650,990,2018,3136106,0,0,3164561,2639106,0,1236000,279725063,1414000,7250000,3145001,8741318,,276502744,https://projects.propublica.org/nonprofits/download-xml?object_id=202031969349300013
2018-06-30,2017-07-01,04-1081650,990,2017,2778196,0,0,8975374,2569196,0,1297000,262996000,3228000,24826000,2871841,8453096,,279725063,https://projects.propublica.org/nonprofits/download-xml?object_id=201901309349303465
2017-06-30,2016-07-01,04-1081650,990,2016,3623420,,,3830100,2326646,0,1274000,241944000,4311000,27397000,2889744,7766256,,262996000,https://projects.propublica.org/nonprofits/download-xml?object_id=201821319349300042
2016-06-30,2015-07-01,04-1081650,990,2015,3089928,,,3734746,2077608,0,1155000,256630000,2448000,-6853000,3017346,7263654,,241944000,https://projects.propublica.org/nonprofits/download-xml?object_id=201731309349303063
2015-06-30,2014-07-01,04-1081650,990,2014,3475000,0,0,13533765,2521000,0,1247000,258462000,2083000,5827000,2530302,7211698,,256630000,https://projects.propublica.org/nonprofits/download-xml?object_id=201601339349305300
2014-06-30,2013-07-01,04-1081650,990,2013,920000,0,0,15689234,0,0,1498000,217933000,6821000,43058000,2415681,6934319,,258462000,https://projects.propublica.org/nonprofits/download-xml?object_id=201501319349302570
,,04-1081650,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201411339349300111
2024-05-31,2023-06-01,56-0532303,990,2023,0,,,8194,1943074,14280,4163014,318417942,16826552,41588351,9055888,4166220,1943074,361667663,https://projects.propublica.org/nonprofits/download-xml?object_id=202540999349300129
2023-05-31,2022-06-01,56-0532303,990,2022,2106906,,,820821,1900365,15691,4237902,314150919,13026138,7441563,10582618,3717695,1900365,318417942,https://projects.propublica.org/nonprofits/download-xml?object_id=202421029349300607
2022-05-31,2021-06-01,56-0532303,990,2021,1774831,,,-11312,2190095,12545,11864132,327004825,15507807,-12765259,10113399,3292960,2190095,314150919,https://projects.propublica.org/nonprofits/download-xml?object_id=202340979349300724
2021-05-31,2020-06-01,56-0532303,990,2020,1158930,,,-101105,1789851,8988,10688798,258923375,8260187,73712785,8892792,3208879,1789851,327004825,https://projects.propublica.org/nonprofits/download-xml?object_id=202211039349300506
2020-05-31,2019-06-01,56-0532303,990,2019,2120539,,,-31082,1690667,11377,4249516,269952178,8601746,-6230934,8660143,3048805,1690667,258923375,https://projects.propublica.org/nonprofits/download-xml?object_id=202101039349300305
2019-05-31,2018-06-01,56-0532303,990,2018,2337766,,,15960,1631351,9919,3189367,257905606,16197946,8534265,8082218,2972070,1631351,269952178,https://projects.propublica.org/nonprofits/download-xml?object_id=202031959349302733
2018-05-31,2017-06-01,56-0532303,990,2017,2122920,,,-312667,2047325,10385,3019714,231924359,16435374,22069831,7528510,2948123,2047325,257905606,https://projects.propublica.org/nonprofits/download-xml?object_id=201921029349300737
2017-05-31,2016-06-01,56-0532303,990,2016,1495306,,,-65107,1703696,10846,2415402,202089599,15553919,25698193,6882318,2831339,1703695,231924359,https://projects.propublica.org/nonprofits/download-xml?object_id=201830169349300628
2016-05-31,2015-06-01,56-0532303,990,2015,1162722,,,38603,1286645,9820,2327848,214224572,3238430,-5122866,6294114,2669778,1286645,202089599,https://projects.propublica.org/nonprofits/download-xml?object_id=201730139349301653
2015-05-31,2014-06-01,56-0532303,990,2014,809174,,,-29020,1562167,,2331934,188687623,14601394,19757493,5007667,2252104,1562167,214224572,https://projects.propublica.org/nonprofits/download-xml?object_id=201600159349300625
2014-05-31,2013-06-01,56-0532303,990,2013,699222,,,90343,1957357,,2361561,158819152,13744425,24217271,4166407,1969460,1957358,188687623,https://projects.propublica.org/nonprofits/download-xml?object_id=201520149349301257
,,56-0532303,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201420149349301172
2023-06-30,2022-07-01,22-1500645,990,2022,8427000,290000,196000,-4499000,3860000,0,43496000,317919000,13635000,21753000,3787000,9948000,3755000,335817000,https://projects.propublica.org/nonprofits/download-xml?object_id=202441359349312139
2022-06-30,2021-07-01,22-1500645,990,2021,2760000,81000,161000,8210000,4242000,0,50746000,336330000,28465000,-30013000,3206000,9469000,4188000,317919000,https://projects.propublica.org/nonprofits/download-xml?object_id=202341379349300639
2021-06-30,2020-07-01,22-1500645,990,2020,2131000,103000,132000,11640000,4317000,0,41427000,270000000,4584000,74306000,3291000,8438000,831000,336330000,https://projects.propublica.org/nonprofits/download-xml?object_id=202231339349303648
2020-06-30,2019-07-01,22-1500645,990,2019,2036000,254000,202000,3732000,5729000,0,31369000,269162000,3586000,14028000,3167000,8173000,5436000,270000000,https://projects.propublica.org/nonprofits/download-xml?object_id=202101249349302355
2019-06-30,2018-07-01,22-1500645,990,2018,3301000,296000,156000,-768000,5006000,0,29126000,271090000,2304000,10675000,3474000,9780000,1653000,269162000,https://projects.propublica.org/nonprofits/download-xml?object_id=202031209349300938
2018-06-30,2017-07-01,22-1500645,990,2017,4216000,235000,152000,25172000,4148000,0,44494000,259799000,3286000,25041000,3487000,11431000,2118000,271090000,https://projects.propublica.org/nonprofits/download-xml?object_id=201941229349301604
2017-06-30,2016-07-01,22-1500645,990,2016,5123000,165000,172000,11853000,1245000,0,26617000,246904000,1664000,30476000,3455000,14616000,1174000,259799000,https://projects.propublica.org/nonprofits/download-xml?object_id=201811209349300716
2016-06-30,2015-07-01,22-1500645,990,2015,5260000,211000,194000,4707000,1141000,0,27417000,263948000,4424000,-879000,2807000,15669000,2113000,246904000,https://projects.propublica.org/nonprofits/download-xml?object_id=201711229349300631
2015-06-30,2014-07-01,22-1500645,990,2014,5467000,242000,312000,7802000,2437000,0,29517000,272174000,3227000,10750000,2742000,15988000,3473000,263948000,https://projects.propublica.org/nonprofits/download-xml?object_id=201631279349300758
2014-06-30,2013-07-01,22-1500645,990,2013,5081000,262000,120000,27165000,2226000,0,33283000,241466000,3576000,41387000,2658000,10262000,1335000,272174000,https://projects.propublica.org/nonprofits/download-xml?object_id=201501269349300445
,,22-1500645,,,,,,,,,,,,,,,,,https://projects.propublica.org/nonprofits/download-xml?object_id=201421279349300142
2023-08-31,2022-09-01,38-3043861,990,2022,1339922,209823,,-21369,348455,,43561,4738861,,351877,71954,,,5018784,https://projects.propublica.org/nonprofits/download-xml?object_id=202510239349301101
