university_name,undergrad_enrollment,grad_enrollment,year,total_enrollment
Eagle Gate College-Boise Campus,null,null,2019,null
Eagle Gate College-Layton,174,null,2019,174
Eagle Gate College-Murray,226,2,2019,228
Earlham College,927,50,2019,977
East Carolina University,23081,5570,2019,28651
East Central University,2981,632,2019,3613
East Georgia State College,2741,null,2019,2741
East Stroudsburg University of Pennsylvania,5402,797,2019,6199
East Tennessee State University,11153,3038,2019,14191
East Texas Baptist University,1471,122,2019,1593
East West College of Natural Medicine,null,79,2019,79
East-West University,447,null,2019,447
Eastern Connecticut State University,4800,171,2019,4971
Eastern Florida State College,15352,null,2019,15352
Eastern Illinois University,6229,1577,2019,7806
Eastern International College-Jersey City,336,null,2019,336
Eastern Kentucky University,12662,2318,2019,14980
Eastern Mennonite University,978,380,2019,1358
Eastern Michigan University,14872,2912,2019,17784
Eastern Nazarene College,608,164,2019,772
Eastern New Mexico University-Main Campus,4465,1220,2019,5685
Eastern Oregon University,2867,200,2019,3067
Eastern School of Acupuncture and Traditional Medicine,9,68,2019,77
Eastern University,1752,1348,2019,3100
Eastern Virginia Medical School,null,1275,2019,1275
Eastern Washington University,10756,1654,2019,12410
Eastwick College-Hackensack,442,null,2019,442
Eastwick College-Ramsey,824,null,2019,824
Ecclesia College,211,3,2019,214
Eckerd College,2007,null,2019,2007
ECPI University,13142,345,2019,13487
Ecumenical Theological Seminary,6,39,2019,45
Eden Theological Seminary,null,115,2019,115
Edgewood College,1407,631,2019,2038
Edmonds College,7877,null,2019,7877
EDP University of Puerto Rico Inc-San Juan,1278,120,2019,1398
EDP University of Puerto Rico Inc-San Sebastian,1069,36,2019,1105
EDP University of Puerto Rico-Caguas,null,null,2019,null
EDP University of Puerto Rico-Humacao,182,null,2019,182
EDP University of Puerto Rico-Manati,284,null,2019,284
EDP University of Puerto Rico-Villalba,163,null,2019,163
Edward Via College of Osteopathic Medicine,null,1995,2019,1995
Edward Waters University,3085,null,2019,3085
Elim Bible Institute and College,106,null,2019,106
Elizabeth City State University,1692,77,2019,1769
Elizabethtown College,1729,115,2019,1844
Elmezzi Graduate School of Molecular Medicine,null,9,2019,9
Elmhurst University,2891,562,2019,3453
Elmira College,794,66,2019,860
Elon University,6277,811,2019,7088
EmbryRiddle Aeronautical University-Daytona Beach,6402,654,2019,7056
Embry-Riddle Aeronautical University-Prescott,2894,52,2019,2946
Embry-Riddle Aeronautical University-Worldwide,10304,3469,2019,13773
Emerson College,3878,1052,2019,4930
Emmanuel College,2112,110,2019,2222
Emmanuel University,958,null,2019,958
Emmaus Bible College,215,null,2019,215
Emory & Henry University,1019,273,2019,1292
Emory University,7118,7297,2019,14415
Emperor's College of Traditional Oriental Medicine,null,237,2019,237
Empire College,299,72,2019,371
Empire State University,9095,1345,2019,10440
Emporia State University,3405,2472,2019,5877
Endicott College,3050,1691,2019,4741
Ensign College,1929,null,2019,1929
Epic Bible College & Graduate School,118,27,2019,145
Episcopal Theological Seminary of the Southwest,null,131,2019,131
Erikson Institute,null,421,2019,421
Erskine College,784,128,2019,912
Escuela de Artes Plasticas y Diseno de Puerto Rico,441,null,2019,441
Eureka College,513,null,2019,513
Evangel University,1793,507,2019,2300
Evangel University-College of Online Learning,null,null,2019,null
Everett Community College,7977,null,2019,7977
Everglades University,1757,347,2019,2104
Excelsior University,22674,2571,2019,25245
Fairfax University of America,38,116,2019,154
Fairfield University,4303,1046,2019,5349
Fairleigh Dickinson University-Florham Campus,2620,746,2019,3366
Fairleigh Dickinson University-Metropolitan Campus,6353,1853,2019,8206
Fairmont State University,3563,240,2019,3803
Faith Baptist Bible College and Theological Seminary,319,43,2019,362
Faith International University,101,129,2019,230
Faith Theological Seminary and Christian College,null,null,2019,null
Family of Faith Christian University,25,85,2019,110
Farmingdale State College,9939,57,2019,9996
Fashion Institute of Technology,8508,218,2019,8726
Faulkner University,2192,844,2019,3036
Fayetteville State University,5644,907,2019,6551
Feather River Community College District,2058,null,2019,2058
Felbry College,276,null,2019,276
Felician University,1852,410,2019,2262
Ferris State University,11184,1288,2019,12472
Ferrum College,1050,null,2019,1050
FIDM-Fashion Institute of Design & Merchandising,2195,32,2019,2227
Fielding Graduate University,null,981,2019,981
Fisher College,1551,77,2019,1628
Fisk University,840,34,2019,874
Fitchburg State University,4043,3208,2019,7251
Five Branches University,null,353,2019,353
Five Towns College,620,36,2019,656
Flagler College,2889,13,2019,2902
Florida Academy of Nursing,null,null,2019,null
Florida Agricultural and Mechanical University,7818,1808,2019,9626
Florida Atlantic University,24740,5321,2019,30061
Florida College,538,null,2019,538
Florida College of Integrative Medicine,null,71,2019,71
Florida Gateway College,3406,null,2019,3406
Florida Gulf Coast University,13722,1255,2019,14977
Florida Institute of Technology,3542,2480,2019,6022
Florida Institute of Technology-Online,1166,675,2019,1841
Florida International University,49326,9385,2019,58711
Florida Memorial University,1050,47,2019,1097
Florida National University-Main Campus,3708,273,2019,3981
Florida Polytechnic University,1288,48,2019,1336
Florida Southern College,2755,550,2019,3305
Florida SouthWestern State College,16674,null,2019,16674
Florida State College at Jacksonville,24605,null,2019,24605
Florida State University,33270,9180,2019,42450
Fond du Lac Tribal and Community College,1701,null,2019,1701
Fontbonne University,868,331,2019,1199
Foothill College,15123,null,2019,15123
Fordham University,9767,7205,2019,16972
Fort Hays State University,13128,2780,2019,15908
Fort Lewis College,3220,80,2019,3300
Fort Valley State University,2293,331,2019,2624
Framingham State University,3857,1599,2019,5456
Francis Marion University,3800,440,2019,4240
Franciscan Missionaries of Our Lady University,1018,276,2019,1294
Franciscan School of Theology,null,54,2019,54
Franciscan University of Steubenville,2242,797,2019,3039
Franklin and Marshall College,2315,null,2019,2315
Franklin College,922,34,2019,956
Franklin Pierce University,1600,514,2019,2114
Franklin University,4261,1770,2019,6031
Franklin W Olin College of Engineering,386,null,2019,386
Freed-Hardeman University,1648,469,2019,2117
Fremont University,155,27,2019,182
Fresno Pacific University,2947,1353,2019,4300
Friends University,1291,527,2019,1818
Front Range Community College,19283,null,2019,19283
Frontier Nursing University,null,2237,2019,2237
Frostburg State University,4429,749,2019,5178
Full Sail University,19985,1681,2019,21666
Fuller Theological Seminary,null,2265,2019,2265
Furman University,2688,140,2019,2828
Future Generations University,null,53,2019,53
Galen College of Nursing-Cincinnati,682,null,2019,682
Galen College of Nursing-Louisville,2108,18,2019,2126
Galen College of Nursing-San Antonio,1756,null,2019,1756
Galen College of Nursing-Tampa Bay,1613,null,2019,1613
Galen Health Institutes-Asheville,null,null,2019,null
Galen Health Institutes-Austin Campus,null,null,2019,null
Galen Health Institutes-Dallas,null,null,2019,null
Galen Health Institutes-Gainesville,null,null,2019,null
Galen Health Institutes-Houston,null,null,2019,null
Galen Health Institutes-Las Vegas,null,null,2019,null
Galen Health Institutes-Miami Campus,null,null,2019,null
Galen Health Institutes-Nashville Campus,null,null,2019,null
Galen Health Institutes-Sarasota,null,null,2019,null
Gallaudet University,1075,410,2019,1485
Galveston College,2306,null,2019,2306
Gannon University,3432,1012,2019,4444
Gardner-Webb University,1999,1519,2019,3518
Garrett-Evangelical Theological Seminary,null,314,2019,314
GateWay Community College,5067,null,2019,5067
Geisinger Commonwealth School of Medicine,null,564,2019,564
Geneva College,1290,142,2019,1432
George Fox University,2629,1434,2019,4063
George Mason University,26662,11201,2019,37863
George Washington University,12484,15330,2019,27814
Georgetown College,983,501,2019,1484
Georgetown University,7513,12080,2019,19593
Georgia College & State University,5844,1187,2019,7031
Georgia Gwinnett College,12831,null,2019,12831
Georgia Highlands College,6168,null,2019,6168
Georgia Institute of Technology-Main Campus,15964,20338,2019,36302
Georgia Military College,8766,null,2019,8766
Georgia Southern University,22715,3339,2019,26054
Georgia Southwestern State University,2498,452,2019,2950
Georgia State University,27961,7080,2019,35041
Georgian Court University,1793,618,2019,2411
Gettysburg College,2370,null,2019,2370
Glasgow Caledonian New York College,null,65,2019,65
Glendale Career College,611,null,2019,611
Glendale Community College,18054,null,2019,18054
Glenville State University,1575,null,2019,1575
Gnomon,399,null,2019,399
Goddard College,165,175,2019,340
Gods Bible School and College,331,16,2019,347
Golden Gate University,511,1921,2019,2432
Goldey-Beacom College,731,596,2019,1327
Gonzaga University,5211,2326,2019,7537
Good Samaritan College of Nursing and Health Science,351,null,2019,351
Goodwin University,3208,89,2019,3297
Gordon College,1507,350,2019,1857
Gordon State College,3495,null,2019,3495
Gordon-Conwell Theological Seminary,null,1660,2019,1660
Goshen College,826,81,2019,907
Goucher College,1449,719,2019,2168
Governors State University,3206,1583,2019,4789
Grace Christian University,1060,37,2019,1097
Grace College and Theological Seminary,1619,338,2019,1957
Grace Mission University,121,126,2019,247
Grace School of Theology,223,418,2019,641
Graceland University-Lamoni,1032,701,2019,1733
Graduate Theological Union,null,197,2019,197
Grambling State University,4153,1079,2019,5232
Grand Canyon University,58997,37214,2019,96211
Grand Valley State University,21112,2921,2019,24033
Grand View University,1757,132,2019,1889
Gratz College,185,240,2019,425
Grays Harbor College,1853,null,2019,1853
Grayson College,4473,null,2019,4473
Great Basin College,3852,null,2019,3852
Great Lakes Christian College,171,null,2019,171
Great Northern University,null,null,2019,null
Green River College,8435,null,2019,8435
Greensboro College,867,154,2019,1021
Greenville Technical College,11123,null,2019,11123
Greenville University,913,179,2019,1092
"Grinnell College, Trustees of",1733,null,2019,1733
Grove City College,2272,null,2019,2272
Guam Community College,1800,null,2019,1800
Guilford College,1525,11,2019,1536
Gulf Coast State College,4797,null,2019,4797
Gurnick Academy of Medical Arts,2042,null,2019,2042
Gustavus Adolphus College,2237,null,2019,2237
Gwinnett Institute,null,null,2019,null
Gwynedd Mercy University,2157,833,2019,2990
Hackensack Meridian School of Medicine,null,null,2019,null
Hallmark University,891,32,2019,923
Hamilton College,2012,null,2019,2012
Hamline University,2088,1316,2019,3404
Hampden-Sydney College,993,null,2019,993
Hampshire College,745,null,2019,745
Hampton University,3714,579,2019,4293
Hannibal-LaGrange University,746,57,2019,803
Hanover College,1070,null,2019,1070
Hardin-Simmons University,1742,582,2019,2324
Harding University,3779,1100,2019,4879
Harris-Stowe State University,1630,null,2019,1630
Harrisburg University of Science and Technology,701,3590,2019,4291
Hartford International University for Religion and Peace,null,129,2019,129
Hartwick College,1193,null,2019,1193
Harvard University,10063,21592,2019,31655
Harvey Mudd College,904,null,2019,904
Haskell Indian Nations University,789,null,2019,789
Hastings College,967,31,2019,998
Haven University,18,14,2019,32
Haverford College,1317,null,2019,1317
Hawaii Pacific University,3698,475,2019,4173
Hazelden Betty Ford Graduate School,null,142,2019,142
HCI College,645,null,2019,645
Hebrew College,44,123,2019,167
Hebrew Theological College,193,null,2019,193
Hebrew Union College-Jewish Institute of Religion,null,322,2019,322
Heidelberg University,1076,171,2019,1247
Helene Fuld College of Nursing,615,null,2019,615
Hellenic College-Holy Cross Greek Orthodox School of Theology,52,78,2019,130
Henderson State University,3430,607,2019,4037
Hendrix College,1109,12,2019,1121
Henry Ford College,12146,null,2019,12146
Heritage Bible College,66,null,2019,66
Heritage Christian University,59,27,2019,86
Heritage University,827,144,2019,971
Herzing University-Akron,497,null,2019,497
Herzing University-Atlanta,721,66,2019,787
Herzing University-Birmingham,571,15,2019,586
Herzing University-Brookfield,553,6,2019,559
Herzing University-Kenosha,583,11,2019,594
Herzing University-Madison,1506,668,2019,2174
Herzing University-Minneapolis,514,1,2019,515
Herzing University-Nashville,null,null,2019,null
Herzing University-New Orleans,431,21,2019,452
Herzing University-Orlando,609,3,2019,612
Herzing University-Tampa,null,null,2019,null
Hesston College,378,null,2019,378
High Point University,4591,739,2019,5330
High Tech High Graduate School of Education,null,59,2019,59
Highline College,6310,null,2019,6310
Hilbert College,723,43,2019,766
Hillsborough Community College,22404,null,2019,22404
Hillsdale College,1468,58,2019,1526
Hiram College,1267,17,2019,1284
HJ International Graduate School for Peace and Public Leadership,null,108,2019,108
Hobart William Smith Colleges,2061,9,2019,2070
